soc_code,occupation_title,aioe_score,ilo_score,gpts_are_gpts_score,gpts_are_gpts_human_score,composite_exposure_score,impact_pattern,job_zone,anthropic_1p_automation_share,anthropic_1p_augmentation_share,employment_growth_rate,skill__active_learning,skill__active_listening,skill__critical_thinking,skill__learning_strategies,skill__mathematics,skill__monitoring,skill__reading_comprehension,skill__science,skill__speaking,skill__writing,ilo_task_mean,ilo_task_std,tot_emp_2023,tot_emp_2024,tot_emp_2025
25-1021,"Computer Science Teachers, Postsecondary",1.277778,0.37,0.5119047619047619,0.369047619047619,0.9002350184617831,Transformation,5.0,57.31,42.69,-0.009310283985787593,3.88,3.88,3.88,3.88,3.12,3.75,4.0,2.75,4.0,4.0,0.37,0.12,36150.0,36240.0,35480.0
25-1022,"Mathematical Science Teachers, Postsecondary",1.338676,0.37,0.5405405405405406,0.4324324324324324,0.9638599180410955,Transformation,5.0,78.875,21.125,-0.005822465793435372,3.75,4.0,3.88,3.88,4.25,3.88,4.0,2.38,4.12,3.88,0.37,0.12,48230.0,48820.0,47670.0
25-1031,"Architecture Teachers, Postsecondary",1.222022,0.37,0.4878048780487805,0.426829268292683,0.8451868695773386,Transformation,5.0,56.370000000000005,43.629999999999995,-0.03971062245656676,3.88,4.0,3.88,4.12,2.88,3.75,4.12,2.38,4.12,4.0,0.37,0.12,8350.0,9120.0,7700.0
25-1032,"Engineering Teachers, Postsecondary",1.351133,0.37,0.5,0.4166666666666666,0.9066749328965221,Transformation,5.0,58.375,41.625,0.024459785686546054,3.62,4.0,3.88,4.12,3.88,3.38,4.0,3.5,4.12,3.88,0.37,0.12,38370.0,39910.0,40270.0
25-1041,"Agricultural Sciences Teachers, Postsecondary",0.7546685,0.37,0.5,0.5888888888888889,0.7078534327294612,Transformation,5.0,57.265,42.735,0.08694845951516217,4.0,4.0,4.0,4.12,3.0,3.88,4.12,3.5,4.12,4.0,0.37,0.12,7550.0,8700.0,8920.0
25-1042,"Biological Science Teachers, Postsecondary",1.227677,0.37,0.4693877551020408,0.3979591836734693,0.8192069984984411,Transformation,5.0,58.035,41.965,-0.018029975160648193,4.0,4.0,3.88,4.12,3.12,3.88,4.0,4.0,4.25,4.0,0.37,0.12,52050.0,53250.0,50190.0
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",1.260278,0.37,0.4782608695652174,0.4239130434782608,0.8434989070187325,Transformation,5.0,78.96000000000001,21.04,0.09833929473055192,4.0,4.0,3.88,4.12,3.0,3.88,4.12,3.25,4.0,4.12,0.37,0.12,1260.0,1310.0,1520.0
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.306156,0.37,0.475,0.4,0.8538579198203976,Transformation,5.0,76.565,23.435,-0.08287323922638545,3.88,4.0,4.0,3.88,3.38,3.62,4.0,4.0,4.75,4.0,0.37,0.12,11770.0,11480.0,9900.0
25-1052,"Chemistry Teachers, Postsecondary",1.333947,0.37,0.4313725490196078,0.4019607843137255,0.7971138120637252,Transformation,5.0,56.5,43.5,-0.005706534619000503,4.0,4.0,4.0,4.0,3.25,4.0,4.12,4.0,4.12,4.12,0.37,0.12,20210.0,20390.0,19980.0
25-1053,"Environmental Science Teachers, Postsecondary",1.347519,0.37,0.5217391304347826,0.4239130434782608,0.9383612920811858,Transformation,5.0,57.34,42.66,-0.03066685728123708,3.88,4.0,4.0,4.0,3.0,3.88,4.12,4.0,4.12,4.0,0.37,0.12,7120.0,7130.0,6690.0
25-1054,"Physics Teachers, Postsecondary",1.044191,0.37,0.4186046511627906,0.3720930232558139,0.6812108127587578,Transformation,5.0,57.315,42.685,-0.034080379763214985,4.0,4.0,4.0,4.0,3.62,3.62,4.12,4.12,4.12,4.0,0.37,0.12,14030.0,13590.0,13090.0
25-1061,"Anthropology and Archeology Teachers, Postsecondary",1.321694,0.37,0.520408163265306,0.4081632653061224,0.927739222463945,Transformation,5.0,78.56,21.44,0.02066130669390387,4.25,4.38,4.0,4.38,2.62,3.88,4.75,3.75,4.88,4.62,0.37,0.12,5030.0,5260.0,5240.0
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.308699,0.37,0.5,0.4444444444444445,0.8925302662179705,Transformation,5.0,78.825,21.175,-0.011736985589084314,4.0,4.0,3.88,4.0,2.0,3.12,4.25,2.5,4.12,4.0,0.37,0.12,11570.0,11430.0,11300.0
25-1063,"Economics Teachers, Postsecondary",1.319012,0.37,0.475609756097561,0.4390243902439024,0.8590658063214827,Transformation,5.0,78.89500000000001,21.105,-0.026981528045357805,3.75,4.0,3.88,3.88,3.25,3.0,4.0,2.38,4.12,4.0,0.37,0.12,12210.0,12420.0,11560.0
25-1064,"Geography Teachers, Postsecondary",1.318899,0.37,0.4772727272727273,0.4659090909090909,0.8615441937388328,Transformation,5.0,78.995,21.005000000000003,-0.0217891067238426,3.88,4.0,3.88,3.88,2.75,3.12,4.0,3.12,4.12,4.12,0.37,0.12,3480.0,3290.0,3330.0
25-1065,"Political Science Teachers, Postsecondary",1.368397,0.37,0.475609756097561,0.4146341463414634,0.8755274730019815,Transformation,5.0,78.89500000000001,21.105,-0.0035170097225797337,4.0,4.0,3.88,3.88,2.0,3.0,4.12,2.38,4.62,4.0,0.37,0.12,17090.0,17170.0,16970.0
25-1066,"Psychology Teachers, Postsecondary",1.33366,0.37,0.48,0.39,0.8705908557741399,Transformation,5.0,61.795,38.205,0.011263822447673544,3.88,4.0,3.88,4.25,3.0,3.5,4.12,3.38,4.12,4.0,0.37,0.12,40610.0,41610.0,41530.0
25-1067,"Sociology Teachers, Postsecondary",1.349229,0.37,0.4318181818181818,0.3977272727272727,0.8028820487833387,Transformation,5.0,78.895,21.105,-0.040444936053213865,3.62,4.0,3.75,4.0,2.12,3.75,4.0,2.75,4.62,4.0,0.37,0.12,12870.0,12380.0,11850.0
25-1069,"Social Sciences Teachers, Postsecondary, All Other",,0.37,,,0.5777874343127057,Transformation,,,,-0.009512701364930987,,,,,,,,,,,0.37,0.12,16900.0,17540.0,16580.0
25-1071,"Health Specialties Teachers, Postsecondary",0.924754,0.37,0.475,0.3875,0.7267239197135723,Transformation,5.0,78.9,21.1,-0.00911591989481797,4.0,4.0,4.0,4.0,3.0,3.62,4.12,3.25,4.12,4.0,0.37,0.12,225360.0,229720.0,221270.0
25-1072,"Nursing Instructors and Teachers, Postsecondary",0.5170682,0.37,0.4019607843137255,0.3725490196078431,0.4803212552896033,Transformation,5.0,56.435,43.565,0.03554436508027914,3.88,4.0,3.88,4.12,2.88,3.88,4.0,2.88,4.12,4.0,0.37,0.12,72700.0,74250.0,77960.0
25-1081,"Education Teachers, Postsecondary",1.192988,0.37,0.4880952380952381,0.4404761904761904,0.8359481805997548,Transformation,5.0,78.89,21.11,-0.00024649768255835536,4.0,4.12,3.75,4.12,2.12,3.88,4.25,2.0,4.62,4.0,0.37,0.12,60860.0,59090.0,60830.0
25-1082,"Library Science Teachers, Postsecondary",1.386292,0.37,0.5106382978723404,0.425531914893617,0.9344902079688634,Transformation,5.0,78.83500000000001,21.165,-0.07253594492308457,4.0,4.0,4.0,4.0,2.25,4.0,4.12,2.12,4.12,4.0,0.37,0.12,4220.0,4100.0,3630.0
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.389999,0.37,0.5,0.4375,0.9196302662407412,Transformation,5.0,78.9,21.1,-0.009002433781528651,4.0,4.12,4.12,4.0,2.0,3.88,4.0,1.75,4.75,4.0,0.37,0.12,13390.0,13560.0,13150.0
25-1112,"Law Teachers, Postsecondary",1.35645,0.37,0.45,0.5875,0.8327979067709568,Transformation,5.0,56.865,43.135,0.1733719134274161,4.12,4.5,4.25,4.5,2.0,3.75,4.5,1.62,4.75,4.12,0.37,0.12,14570.0,22800.0,20060.0
25-1113,"Social Work Teachers, Postsecondary",1.347327,0.37,0.4204545454545454,0.5113636363636364,0.7850550125418088,Transformation,5.0,78.85,21.15,0.036832345595456006,4.0,4.0,4.0,4.25,2.62,3.75,4.0,2.62,4.62,4.0,0.37,0.12,11730.0,13350.0,12610.0
25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.7582769,0.37,0.4375,0.59375,0.614494533404987,Transformation,5.0,56.175,43.825,-0.03990969226078622,4.0,4.0,3.62,4.12,2.0,3.75,4.0,1.75,4.62,3.88,0.37,0.12,101500.0,97890.0,93560.0
25-1122,"Communications Teachers, Postsecondary",1.347435,0.37,0.425,0.5750000000000001,0.7919682270382381,Transformation,5.0,78.88499999999999,21.115000000000002,0.015655848328576027,4.0,4.12,3.88,4.12,2.12,3.75,4.25,1.88,4.25,4.12,0.37,0.12,28520.0,29260.0,29420.0
25-1123,"English Language and Literature Teachers, Postsecondary",1.417833,0.37,0.5267857142857143,0.5714285714285714,0.9694347088166021,Transformation,5.0,76.865,23.135,0.001041124696349982,3.88,4.0,3.75,4.0,2.0,3.62,4.75,1.75,4.12,4.25,0.37,0.12,57600.0,59590.0,57720.0
25-1124,"Foreign Language and Literature Teachers, Postsecondary",1.33412,0.37,0.5333333333333333,0.5666666666666667,0.9514368391986823,Transformation,5.0,78.88,21.119999999999997,-0.024064772782874222,3.88,4.0,3.75,4.0,2.0,3.62,4.0,1.75,4.12,4.0,0.37,0.12,20820.0,21170.0,19830.0
25-1125,"History Teachers, Postsecondary",1.43749,0.37,0.5111111111111112,0.5888888888888889,0.9522715683563514,Transformation,5.0,79.47,20.53,-0.04517365309634047,3.88,4.0,3.88,4.12,2.0,3.62,4.25,1.88,4.5,4.12,0.37,0.12,20610.0,19860.0,18790.0
25-1126,"Philosophy and Religion Teachers, Postsecondary",1.363522,0.37,0.5113636363636364,0.5909090909090909,0.9279976358076559,Transformation,5.0,86.495,13.504999999999999,0.003438968637120121,3.75,4.12,4.0,3.88,2.0,3.25,4.25,1.75,4.12,4.0,0.37,0.12,20320.0,20840.0,20460.0
25-1191,Graduate Teaching Assistants,1.111356,,,,1.111356007781369,,,,,,,,,,,,,,,,,,,,
25-1192,"Home Economics Teachers, Postsecondary",1.211652,0.37,0.5375,0.65,0.9169182857860797,Transformation,5.0,56.41,43.59,0.020467237817386463,3.62,4.0,3.75,4.0,2.62,3.5,4.0,2.25,4.12,3.62,0.37,0.12,2660.0,2630.0,2770.0
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",1.16489,0.37,0.5581395348837209,0.6162790697674418,0.9325583043099256,Transformation,5.0,78.9,21.1,-0.024412529892271384,3.38,4.0,3.88,4.0,2.12,3.75,4.0,2.38,4.12,4.0,0.37,0.12,13270.0,12680.0,12630.0
25-1194,"Vocational Education Teachers, Postsecondary",0.1622185,0.35,0.4871794871794871,0.4487179487179487,0.4413048428384549,Transformation,3.0,71.73,28.27,0.01309114137393741,3.88,4.0,3.75,4.0,2.25,3.62,3.88,1.88,3.88,3.62,0.35,0.12,111180.0,111150.0,114110.0
25-1199,"Postsecondary Teachers, All Other",,0.37,,,0.5777874343127057,Transformation,,,,-0.05271283318923836,,,,,,,,,,,0.37,0.12,166980.0,151530.0,149840.0
25-2011,"Preschool Teachers, Except Special Education",0.0306372,0.21,0.2272727272727273,0.3106060606060606,-0.34346708180574276,Augmentation,3.0,82.71000000000001,17.29,0.05490319518362807,3.12,3.88,3.75,3.88,2.0,3.75,3.75,1.62,4.0,3.0,0.21,0.05,430240.0,445080.0,478780.0
25-2012,"Kindergarten Teachers, Except Special Education",0.3644047,0.21,0.2328767123287671,0.2945205479452054,-0.22373249078062604,Augmentation,4.0,75.83500000000001,24.165,-0.04181716088249199,3.25,4.0,3.25,4.0,2.25,4.0,3.88,1.38,4.0,3.25,0.21,0.05,118580.0,114410.0,108870.0
25-2021,"Elementary School Teachers, Except Special Education",0.8869491,0.26,0.3108108108108108,0.3108108108108108,0.1925322304762521,Transformation,4.0,70.815,29.185000000000002,-0.007717340280922302,3.75,4.0,4.0,4.25,2.75,4.0,3.88,2.0,4.12,3.88,0.26,0.09,1410070.0,1393310.0,1388390.0
25-2022,"Middle School Teachers, Except Special and Vocational Education",1.286445,0.26,0.3478260869565217,0.3405797101449275,0.3817011692015931,Transformation,4.0,74.295,25.705,-0.005279698991947912,3.88,4.0,3.75,4.25,2.88,3.88,3.88,2.0,4.12,3.88,0.26,0.09,626690.0,620370.0,620090.0
25-2023,"Vocational Education Teachers, Middle School",0.5199191,0.35,0.3225806451612903,0.3387096774193548,0.3115024369400116,Transformation,4.0,68.65,31.35,0.17543795312827193,3.88,4.0,4.0,4.12,2.62,4.0,4.0,1.75,4.12,3.75,0.35,0.12,12210.0,14200.0,16870.0
25-2031,"Secondary School Teachers, Except Special and Vocational Education",1.191325,0.3,0.3333333333333333,0.3412698412698413,0.4274031214105096,Augmentation,4.0,79.50999999999999,20.490000000000002,0.009541437629706717,3.75,4.0,3.88,4.0,2.75,3.88,4.0,2.0,4.0,3.62,0.3,0.07,1045170.0,1072540.0,1065210.0
25-2032,"Vocational Education Teachers, Secondary School",0.3734505,0.35,0.3333333333333333,0.3333333333333333,0.2789482496861681,Transformation,4.0,67.82499999999999,32.175,0.1122220369344673,3.88,4.12,4.0,4.12,3.0,4.0,4.12,1.75,4.12,4.0,0.35,0.12,90070.0,104450.0,111420.0
25-2051,"Special Education Teachers, Preschool",0.3750564,0.28,0.1999999999999999,0.3071428571428571,-0.09608602211437627,Transformation,4.0,88.315,11.685,0.08973627585092014,3.88,4.0,4.0,4.0,2.12,4.0,4.0,1.75,4.0,3.75,0.28,0.1,24850.0,28200.0,29510.0
25-2052,"Special Education Teachers, Kindergarten and Elementary School",0.7357486,,,,0.7357486074657624,,,,,0.10707040700670989,,,,,,,,,,,,,212850.0,231570.0,260870.0
25-2053,"Special Education Teachers, Middle School",1.296072,,,,1.2960720079365775,,,,,,,,,,,,,,,,,,,,
25-2054,"Special Education Teachers, Secondary School",0.9587653,,,,0.9587653076531536,,,,,,,,,,,,,,,,,,,,
25-2055,"Special Education Teachers, Kindergarten",,0.28,0.25,0.35,-0.21818319756232665,Transformation,4.0,87.83500000000001,12.165,,3.62,3.88,3.62,3.88,2.5,3.62,3.88,1.5,4.0,3.62,0.28,0.1,,,
25-2056,"Special Education Teachers, Elementary School",,0.28,0.3166666666666666,0.35,-0.06688447864155111,Transformation,4.0,83.30000000000001,16.7,,3.5,4.25,4.0,4.12,2.62,3.62,4.12,1.88,4.25,3.75,0.28,0.1,,,
25-2057,"Special Education Teachers, Middle School",,0.28,0.3051948051948052,0.3051948051948052,-0.09291964780648965,Transformation,4.0,75.18,24.82,0.03511775542003859,4.0,4.0,4.0,4.12,2.5,4.0,4.0,1.62,4.0,4.0,0.28,0.1,88850.0,95330.0,95200.0
25-2058,"Special Education Teachers, Secondary School",,0.28,0.3012820512820512,0.2948717948717949,-0.10179956762326858,Transformation,4.0,75.605,24.395,0.018109808129778138,3.38,3.88,3.75,4.12,2.62,3.88,4.0,1.88,4.0,3.88,0.28,0.1,158150.0,162780.0,163930.0
25-2059,"Special Education Teachers, All Other",-0.6632917,0.28,0.475,0.25,-0.02613057870640238,Transformation,4.0,85.41,14.59,-0.11884722893833177,3.88,4.0,3.75,4.0,2.0,3.88,3.88,1.5,4.0,3.88,0.28,0.1,43700.0,39350.0,33930.0
25-3011,"Adult Literacy, Remedial Education, and GED Teachers and Instructors",1.348951,0.34,0.4044117647058823,0.4264705882352941,0.6868218470207609,Transformation,4.0,71.185,28.815,0.005676488360440324,3.5,3.75,3.5,3.75,2.62,3.62,3.75,1.75,3.75,3.62,0.34,0.11,36890.0,36260.0,37310.0
25-3021,Self-Enrichment Education Teachers,0.526352,0.31,0.36,0.38,0.27092577197074724,Transformation,3.0,83.44,16.560000000000002,0.10476199377014361,3.12,3.38,3.12,3.38,2.0,3.12,3.12,1.38,3.62,3.0,0.31,0.08666666666666667,272110.0,308520.0,332110.0
25-3031,"Substitute Teachers, Short-Term",,0.34,0.3611111111111111,0.0833333333333333,0.2574872652808193,Transformation,4.0,57.855000000000004,42.144999999999996,0.08651058565429892,3.0,3.62,3.38,3.12,2.0,3.38,3.62,1.38,3.62,3.12,0.34,0.10333333333333333,444530.0,481300.0,524770.0
25-3041,Tutors,,0.34,0.5428571428571428,0.3714285714285714,0.6699563918624577,Transformation,3.0,87.14,12.86,0.038595905103303796,3.62,4.0,3.75,4.0,2.88,3.5,4.12,1.62,4.0,3.62,0.34,0.10333333333333333,162300.0,174660.0,175070.0
25-3099,"Teachers and Instructors, All Other",1.32533,0.34,,,0.8398057554826739,Transformation,,,,-0.01920547509884407,,,,,,,,,,,0.34,0.10333333333333333,118290.0,125010.0,113790.0
25-4011,Archivists,0.6765602,0.47,0.5,0.5,0.9301572563837173,Transformation,5.0,97.44999999999999,2.55,0.05578658576689377,3.38,3.88,3.38,2.88,2.0,3.0,4.12,1.88,3.5,3.88,0.47,0.11,7150.0,7050.0,7970.0
25-4012,Curators,0.7366658,0.47,0.5,0.5185185185185185,0.950192456400552,Transformation,5.0,81.645,18.355,-0.01449352027359363,3.5,3.88,3.75,3.25,2.88,3.38,4.0,2.0,4.0,3.88,0.47,0.11,12510.0,12280.0,12150.0
25-4013,Museum Technicians and Conservators,-0.0912107,0.37,0.2368421052631578,0.2368421052631578,0.02773917568348379,Transformation,5.0,94.37,5.63,-0.014309163771368594,3.12,3.88,3.38,2.88,2.38,3.38,4.0,2.5,3.62,3.38,0.37,0.2,12670.0,13070.0,12310.0
25-4021,Librarians,1.037039,,,,1.0370390077189235,,,,,,,,,,,,,,,,,,,,
25-4022,Librarians and Media Collections Specialists,,0.55,0.5350877192982456,0.5,1.4345945939740665,Automation,5.0,94.45,5.55,0.00011213486121186556,3.12,4.0,3.62,3.0,1.88,3.25,4.12,1.0,4.0,3.62,0.55,0.04,133760.0,131830.0,133790.0
25-4031,Library Technicians,0.037965,0.41500000000000004,0.5673076923076923,0.5288461538461539,0.6825409077129923,Transformation,3.0,97.08,2.92,-0.053470777629472055,2.88,3.25,3.0,3.0,2.0,2.88,3.38,1.25,3.25,2.88,0.41500000000000004,0.19,76670.0,73770.0,68690.0
25-9011,Audio-Visual Collections Specialists,0.4508702,,,,0.45087020722639165,,,,,,,,,,,,,,,,,,,,
25-9021,Farm and Home Management Advisors,0.8604031,0.29,0.3703703703703703,0.537037037037037,0.34829839151346004,Transformation,5.0,83.625,16.375,0.006758909495996557,3.75,4.38,3.75,3.75,3.0,3.38,4.0,2.75,4.12,3.88,0.29,0.1,8110.0,10260.0,8220.0
25-9031,Instructional Coordinators,1.301855,0.39,0.4875,0.525,0.9210045777528498,Transformation,5.0,86.795,13.205,0.04826359466603458,3.88,4.0,3.88,4.25,2.75,4.0,4.0,1.5,4.12,4.12,0.39,0.11,207270.0,210850.0,227760.0
25-9041,Teacher Assistants,0.4516636,,,,0.4516636072270583,,,,,,,,,,,,,,,,,,,,
25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",,0.24,0.3666666666666666,0.2833333333333333,-0.10241439365664932,Transformation,3.0,66.86500000000001,33.135,,3.12,3.75,3.38,3.38,2.5,3.38,3.62,1.38,3.62,3.38,0.24,0.14,,,
25-9043,"Teaching Assistants, Special Education",,0.24,0.2666666666666666,0.25,-0.3293624720378129,Transformation,3.0,64.72,35.28,,3.0,3.88,3.38,3.62,1.88,3.62,3.62,1.38,3.75,3.12,0.24,0.14,,,
25-9044,"Teaching Assistants, Postsecondary",,0.37,0.5303030303030303,0.3636363636363636,0.7532180403173507,Transformation,5.0,68.13999999999999,31.86,0.06028869319051311,3.0,3.62,3.12,3.38,2.25,3.12,3.88,2.0,3.5,3.25,0.37,0.12,145960.0,155010.0,164090.0
25-9045,,,,,,,,,,,0.030575984722979843,,,,,,,,,,,,,1337320.0,1375300.0,1420350.0
25-9049,"Teaching Assistants, All Other",,0.24,,,-0.3907382680242133,Transformation,,,,,,,,,,,,,,,0.24,0.14,,,
25-9099,"Educational Instruction and Library Workers, All Other",,0.33,,,0.2797795259013462,Transformation,,,,0.022222030671138704,,,,,,,,,,,0.33,0.1,113490.0,114640.0,118590.0
27-1011,Art Directors,1.02251,0.37,0.5,0.4310344827586206,0.7971339328044799,Automation,4.0,90.375,9.625,0.018097950837737464,3.25,4.0,3.75,3.0,2.25,3.25,3.75,1.25,4.0,3.38,0.37,0.07,51200.0,50370.0,53070.0
27-1012,Craft Artists,-0.9295284,0.22499999999999998,0.2586206896551724,0.2241379310344827,-0.578842228030845,Augmentation,3.0,91.84,8.16,-0.11366385229764986,2.75,3.0,3.12,2.0,2.12,3.0,3.0,1.0,3.0,2.75,0.22499999999999998,0.08,5830.0,4370.0,4580.0
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",-0.5690498,0.27999999999999997,0.425,0.3125,-0.07036597147372792,Augmentation,3.0,93.785,6.215,0.014107636697620274,3.25,3.12,3.25,2.38,2.12,2.75,3.0,1.0,3.0,2.88,0.27999999999999997,0.075,10910.0,10000.0,11220.0
27-1014,Multi-Media Artists and Animators,0.7058651,0.49,0.525,0.475,1.0274182208573457,Transformation,4.0,,,-0.18329891147209065,3.12,3.88,3.75,2.88,2.12,3.0,3.75,1.12,3.25,3.12,0.49,0.09,29940.0,21280.0,19970.0
27-1019,"Artists and Related Workers, All Other",,,,,,,,,,-0.03358276911525249,,,,,,,,,,,,,7420.0,7370.0,6930.0
27-1021,Commercial and Industrial Designers,0.867039,0.35,0.4655172413793103,0.4137931034482758,0.6434703093173942,Transformation,4.0,90.36500000000001,9.635,0.04258560569988368,3.0,4.0,3.75,2.75,2.75,3.12,3.88,2.62,3.5,3.12,0.35,0.09,30810.0,30250.0,33490.0
27-1022,Fashion Designers,0.5801539,0.35,0.390625,0.375,0.4345309407924238,Transformation,3.0,95.435,4.5649999999999995,0.037172686462882965,3.75,3.88,3.88,3.12,2.12,3.5,3.62,1.12,3.88,3.38,0.35,0.09,19940.0,20910.0,21450.0
27-1023,Floral Designers,-0.2718452,0.14,0.1999999999999999,0.2666666666666666,-0.6593957821088169,Augmentation,2.0,90.42500000000001,9.575,-0.03235741105985013,2.88,3.88,3.12,2.38,2.12,3.0,2.88,1.0,3.62,2.62,0.14,0.01,43350.0,40160.0,40590.0
27-1024,Graphic Designers,0.7156958,0.49,0.5,0.4107142857142857,0.9928704411299053,Transformation,4.0,92.36500000000001,7.635,-0.035633948956016126,3.25,3.75,3.25,2.75,2.0,3.0,3.12,1.12,3.38,3.25,0.49,0.09,212720.0,214260.0,197830.0
27-1025,Interior Designers,1.12168,0.37,0.5,0.3620689655172414,0.8301905994989225,Automation,4.0,92.82,7.18,0.0272267545166478,3.12,4.0,4.0,2.62,3.0,3.12,4.0,1.12,4.0,3.62,0.37,0.08,67760.0,69580.0,71500.0
27-1026,Merchandise Displayers and Window Trimmers,-1.001413,0.37,0.3048780487804878,0.2682926829268293,-0.1727240802907344,Automation,3.0,96.18,3.82,-0.03053033182534992,2.88,3.5,3.25,2.38,2.0,2.75,3.0,1.25,3.25,2.88,0.37,0.08,175790.0,192480.0,165220.0
27-1027,Set and Exhibit Designers,-0.0519323,0.37,0.3913043478260869,0.358695652173913,0.274531369908498,Automation,5.0,90.28999999999999,9.71,0.026410412547112516,3.12,3.88,3.75,2.88,3.0,3.12,3.88,1.75,3.75,3.25,0.37,0.08,10090.0,10850.0,10630.0
27-1029,"Designers, All Other",,0.35,,,0.42878348010702577,Transformation,,,,-0.02045205832461383,,,,,,,,,,,0.35,0.09,9880.0,9680.0,9480.0
27-2011,Actors,0.1590935,0.31,0.1875,0.15625,-0.11248401827045458,Transformation,2.0,94.195,5.805,-0.06236680400586336,2.88,3.88,3.12,2.62,1.12,2.88,4.0,1.12,4.0,2.75,0.31,0.15,62560.0,38800.0,55000.0
27-2012,Producers and Directors,0.9388108,0.37,0.4695853791598472,0.4369885433715221,0.723217267751941,Automation,4.0,90.38333333333333,9.616666666666667,-0.03743937882332804,3.3775,4.0649999999999995,3.9699999999999998,3.0300000000000002,2.1550000000000002,3.815,3.9050000000000002,1.28,4.0625,3.5324999999999998,0.37,0.07,154470.0,145270.0,143120.0
27-2021,Athletes and Sports Competitors,-1.814336,0.23,0.0,0.0,-1.2526508890738777,Transformation,2.0,100.0,0.0,0.004677606549055469,3.0,3.75,3.75,2.88,2.12,3.25,3.12,1.75,3.88,2.75,0.23,0.11,14930.0,14370.0,15070.0
27-2022,Coaches and Scouts,0.1168668,0.37,0.3,0.1444444444444444,0.1926554280426042,Transformation,4.0,83.78,16.22,0.02064635025994055,3.88,4.0,4.0,4.12,2.12,4.12,4.0,1.62,4.38,3.62,0.37,0.12,238980.0,250940.0,248950.0
27-2023,"Umpires, Referees, and Other Sports Officials",-0.0325617,0.37,0.3125,0.1666666666666666,0.16175826786584843,Transformation,2.0,84.14500000000001,15.855,0.03118490973214838,3.0,3.25,3.38,3.0,2.5,3.12,3.0,1.38,3.62,2.75,0.37,0.12,14840.0,15080.0,15780.0
27-2031,Dancers,-2.669758,0.19,0.0208333333333333,0.0416666666666666,-1.6056069590087603,Transformation,3.0,,,-0.1595582643431589,2.75,3.25,3.0,2.5,1.38,2.88,2.75,1.0,2.88,2.5,0.19,0.1,11510.0,9060.0,8130.0
